time,price,amount,bid_price,ask_price
10381660,142760,3,142760,142780
10381979,142760,4,142750,142760
10382346,142760,1,142750,142760
10382448,142760,1,142760,142770
10382639,142750,5,142750,142760
10382743,142740,3,142740,142750
10382757,142730,1,142730,142740
10383033,142730,1,142710,142730
10383042,142730,1,142710,142730
10383988,142730,2,142720,142730
10383989,142740,1,142730,142740
10384215,142720,1,142720,142730
10384300,142710,13,142710,142720
10384383,142700,1,142690,142700
10385069,142710,1,142700,142710
10385069,142720,3,142710,142720
10385174,142720,1,142720,142730
10390058,142720,1,142720,142730
10390110,142730,1,142710,142730
10390256,142720,1,142720,142730
10390262,142710,1,142710,142720
10390268,142710,1,142690,142710
10390291,142710,1,142700,142710
10390525,142700,1,142690,142700
10390532,142700,1,142700,142710
10390654,142690,2,142690,142710
10390654,142690,3,142680,142690
10390679,142690,1,142690,142710
10390831,142710,1,142700,142710
10390928,142730,3,142720,142730
10390953,142730,1,142720,142730
10391156,142730,1,142720,142730
10391188,142720,3,142720,142740
10391196,142710,2,142710,142730
10391224,142720,2,142700,142720
10391314,142720,2,142700,142720
10391338,142720,1,142710,142720
10391391,142730,2,142720,142730
10391392,142730,1,142730,142740
10391445,142720,2,142720,142740
10391445,142710,2,142720,142740
10391445,142700,1,142720,142740
10391702,142720,1,142710,142720
10392037,142720,1,142710,142720
10392040,142710,2,142710,142720
10392157,142710,1,142710,142720
10392165,142710,1,142690,142710
10392198,142690,1,142690,142700
10392828,142680,1,142680,142690
10392828,142680,11,142680,142690
10393080,142680,4,142670,142680
10393235,142670,6,142670,142680
10393254,142670,1,142650,142670
10394029,142660,1,142660,142670
10394085,142650,1,142650,142660
10394584,142650,3,142640,142650
10394620,142650,1,142650,142660
10394915,142640,1,142640,142650
10395014,142630,1,142630,142640
10395014,142620,1,142620,142630
10395111,142630,1,142630,142640
10395203,142630,1,142630,142640
10395630,142630,1,142630,142640
10395768,142610,1,142610,142620
10400061,142620,1,142610,142620
10400061,142630,1,142620,142630
10400061,142630,2,142620,142630
10400074,142640,1,142620,142640
10400086,142630,2,142630,142640
10400086,142620,2,142630,142640
10400086,142620,2,142610,142620
10400090,142610,1,142610,142630
10400431,142640,4,142630,142640
10400431,142650,3,142640,142650
10400431,142650,1,142650,142660
10400508,142650,1,142650,142660
10400880,142650,1,142630,142650
10401731,142650,1,142650,142660
10402122,142650,1,142640,142650
10402312,142640,6,142640,142650
10402312,142630,1,142630,142640
10402312,142630,1,142630,142640
10403382,142630,13,142630,142640
10403389,142630,1,142620,142630
10403393,142630,1,142630,142640
10403396,142630,1,142630,142640
10403397,142620,4,142620,142640
10403397,142630,2,142620,142630
10403397,142640,5,142620,142630
10403399,142630,1,142630,142640
10403409,142640,2,142630,142640
10403946,142650,1,142640,142650
10404034,142660,1,142650,142660
10404034,142660,2,142650,142660
10405023,142670,2,142660,142670
10405023,142680,2,142660,142680
10405036,142660,2,142660,142680
10405038,142670,1,142660,142670
10405404,142670,1,142670,142680
10405481,142660,1,142660,142670
10405528,142660,1,142660,142670
10405528,142650,2,142650,142660
10410000,142640,2,142640,142650
10410001,142630,1,142630,142640
10410343,142620,1,142610,142620
10410466,142610,3,142610,142620
10410466,142620,1,142600,142620
10410557,142600,1,142600,142620
10410719,142600,2,142600,142620
10410838,142610,1,142590,142610
10410884,142610,1,142610,142620
10411265,142620,1,142620,142630
10411265,142610,2,142620,142630
10411265,142610,3,142600,142610
10411271,142610,1,142610,142620
10411895,142630,3,142630,142640
10412386,142630,1,142630,142640
10412439,142630,1,142630,142640
10412553,142620,1,142620,142640
10412865,142640,2,142630,142640
10413064,142630,1,142630,142640
10413724,142630,1,142620,142630
10414080,142640,4,142630,142640
10414087,142650,4,142640,142650
10414434,142660,1,142650,142660
10414681,142670,2,142660,142670
10414826,142660,2,142660,142680
10414826,142660,1,142650,142660
10414885,142670,1,142650,142670
10415476,142680,1,142680,142690
10415981,142670,1,142670,142680
10420002,142660,1,142660,142670
10420002,142660,1,142660,142670
10420013,142650,1,142650,142670
10420257,142650,1,142650,142660
10420368,142660,2,142650,142660
10420420,142670,2,142660,142670
10420611,142680,1,142670,142680
10420876,142690,1,142680,142690
10421163,142680,1,142680,142690
10421431,142690,1,142680,142690
10421431,142700,6,142690,142700
10421432,142710,1,142710,142720
10421536,142700,1,142700,142710
10421797,142700,1,142700,142710
10421939,142700,1,142700,142710
10422413,142690,3,142690,142700
10422414,142680,1,142680,142700
10422418,142690,1,142670,142690
10422429,142690,1,142670,142690
10423047,142680,1,142680,142690
10423476,142680,3,142680,142690
10423540,142690,1,142680,142690
10423549,142680,3,142680,142700
10423831,142700,1,142700,142710
10423893,142700,1,142690,142700
10423893,142710,1,142690,142700
10424069,142690,1,142690,142700
10424088,142680,1,142680,142690
10424400,142670,1,142670,142680
10424430,142660,1,142660,142670
10424829,142670,2,142650,142670
10425027,142650,1,142650,142670
10425589,142640,2,142640,142650
10425590,142630,2,142630,142640
10425720,142620,2,142620,142630
10430136,142630,4,142610,142630
10430150,142640,2,142610,142640
10430153,142640,3,142620,142640
10430153,142650,3,142620,142640
10430153,142650,1,142650,142660
10430156,142640,1,142630,142640
10430156,142650,2,142630,142640
10430158,142650,1,142630,142650
10430158,142650,2,142650,142660
10430355,142640,1,142640,142650
10430537,142630,1,142630,142640
10430602,142620,1,142620,142630
10430762,142610,3,142610,142630
10430762,142600,2,142610,142630
10430762,142630,3,142600,142630
10430762,142620,1,142610,142620
10430797,142620,1,142620,142640
10430857,142640,2,142630,142640
10431040,142640,1,142640,142660
10431089,142640,2,142630,142640
10431187,142650,1,142640,142650
10431198,142640,1,142640,142650
10431357,142650,2,142640,142650
10431368,142650,1,142650,142660
10431474,142650,1,142650,142660
10431629,142650,1,142650,142660
10431892,142650,1,142650,142660
10432219,142640,2,142640,142650
10432224,142640,1,142630,142640
10432979,142640,1,142630,142640
10433104,142650,1,142630,142650
10433193,142630,3,142630,142660
10433354,142630,1,142630,142640
10433814,142640,3,142630,142640
10433930,142650,1,142640,142650
10434173,142640,2,142640,142660
10434173,142640,2,142630,142640
10434245,142640,1,142630,142640
10434258,142650,1,142630,142650
10434263,142650,1,142630,142650
10434478,142650,2,142630,142650
10434480,142660,1,142640,142660
10434480,142660,5,142640,142660
10434482,142650,1,142650,142670
10435216,142630,2,142630,142650
10435685,142630,1,142630,142640
10435685,142630,1,142620,142630
10435685,142620,1,142620,142630
10440006,142630,1,142620,142630
10440122,142630,1,142630,142650
10440132,142650,14,142640,142650
10440136,142640,1,142640,142660
10440168,142650,1,142650,142660
10440314,142640,1,142640,142650
10440336,142640,1,142640,142650
10440567,142640,2,142630,142640
10440567,142650,2,142630,142640
10440784,142640,1,142640,142650
10440784,142630,4,142640,142650
10441507,142630,1,142630,142640
10441754,142630,4,142620,142630
10441755,142640,1,142630,142640
10441759,142650,1,142640,142650
10441760,142660,1,142650,142660
10441760,142660,1,142660,142670
10441761,142650,4,142650,142670
10441806,142660,2,142650,142660
10441866,142650,1,142650,142670
10441974,142650,1,142650,142670
10442081,142650,1,142650,142670
10442328,142650,1,142640,142650
10442356,142660,1,142650,142660
10442367,142650,1,142650,142660
10442605,142670,2,142660,142670
10442669,142680,4,142670,142680
10442693,142690,2,142680,142690
10443093,142690,1,142670,142690
10443099,142690,1,142670,142690
10443678,142690,3,142680,142690
10444560,142690,3,142690,142700
10444561,142680,2,142680,142690
10444597,142660,1,142660,142670
10444911,142650,2,142650,142670
10445208,142640,2,142640,142650
10445243,142630,1,142630,142640
10445243,142640,1,142620,142640
10445247,142640,1,142620,142640
10445393,142650,2,142640,142650
10445584,142660,2,142650,142660
10445661,142670,2,142660,142670
10450117,142660,2,142660,142670
10450120,142660,1,142650,142660
10450127,142660,2,142650,142660
10450127,142670,1,142650,142660
10450234,142670,2,142660,142670
10450416,142680,5,142670,142680
10450510,142690,2,142680,142690
10450582,142690,2,142690,142700
10450582,142680,2,142680,142690
10450589,142670,1,142670,142690
10450909,142680,1,142680,142690
10451872,142670,7,142670,142680
10451872,142670,2,142660,142670
10451872,142660,2,142660,142670
10451881,142670,1,142650,142670
10452042,142650,1,142650,142660
10452635,142650,1,142650,142660
10452635,142640,1,142650,142660
10453291,142660,1,142650,142660
10453338,142650,1,142650,142670
10453624,142660,1,142660,142670
10453946,142660,1,142660,142670
10453958,142660,2,142660,142670
10454437,142650,2,142650,142660
10454512,142640,2,142640,142650
10455229,142640,2,142640,142660
10455378,142650,1,142640,142650
10455389,142670,7,142660,142670
10455392,142660,1,142660,142680
10460244,142670,1,142670,142680
10460244,142680,3,142660,142680
10460602,142690,3,142670,142690
10460736,142700,1,142680,142700
10460895,142700,4,142690,142700
10460896,142700,1,142700,142710
10461045,142710,1,142690,142710
10461053,142710,4,142700,142710
10461054,142720,1,142710,142720
10461082,142710,3,142710,142730
10461095,142710,1,142710,142730
10461263,142720,1,142710,142720
10461263,142710,1,142710,142730
10461335,142710,1,142710,142730
10461683,142710,5,142710,142720
10461685,142700,20,142700,142710
10461685,142700,1,142700,142710
10461685,142700,3,142690,142700
10461830,142710,1,142700,142710
10461945,142720,3,142720,142730
10462271,142720,1,142710,142720
10462271,142720,1,142720,142730
10462348,142720,1,142710,142720
10462504,142730,2,142710,142730
10462816,142720,1,142710,142720
10463037,142720,1,142720,142730
10463041,142730,1,142710,142730
10463046,142730,3,142720,142730
10463047,142730,1,142730,142740
10463051,142730,23,142720,142730
10463051,142720,1,142720,142740
10463051,142740,1,142730,142740
10463086,142720,2,142720,142740
10463100,142720,1,142720,142740
10463253,142710,2,142710,142730
10463285,142730,2,142710,142730
10463286,142730,1,142730,142740
10463340,142730,1,142710,142730
10463341,142720,1,142720,142740
10463342,142730,1,142710,142730
10463446,142720,1,142720,142730
10463594,142730,1,142720,142730
10463595,142720,1,142720,142740
10463600,142720,1,142720,142740
10463700,142720,1,142720,142740
10463758,142730,2,142720,142730
10463800,142720,1,142720,142740
10463900,142720,1,142720,142740
10464000,142720,1,142720,142740
10464100,142720,1,142720,142740
10464178,142730,2,142710,142730
10464178,142740,4,142710,142730
10464200,142720,1,142720,142740
10464300,142720,1,142720,142730
10464485,142730,1,142710,142730
10464485,142710,1,142710,142730
10464732,142710,1,142710,142720
10464826,142730,5,142710,142730
10464827,142720,1,142720,142740
10464871,142710,3,142710,142730
10465663,142700,1,142700,142710
10470165,142710,4,142700,142710
10470165,142720,3,142710,142720
10470166,142730,1,142730,142740
10470174,142730,1,142720,142730
10470200,142720,1,142720,142740
10470268,142730,1,142710,142730
10470483,142730,1,142720,142730
10470484,142720,1,142720,142740
10470500,142720,1,142720,142740
10470568,142740,1,142720,142740
10470600,142720,1,142720,142750
10470700,142730,1,142730,142750
10470800,142720,1,142720,142740
10470900,142720,1,142720,142740
10471000,142720,1,142720,142740
10471100,142720,1,142720,142740
10471200,142720,1,142720,142740
10471300,142720,1,142720,142740
10471349,142730,1,142720,142730
10471353,142750,1,142730,142750
10471356,142730,2,142730,142750
10471356,142730,3,142720,142730
10471400,142730,1,142730,142740
10471405,142740,1,142730,142740
10471405,142740,1,142740,142750
10471409,142730,3,142730,142750
10471500,142720,1,142720,142730
10471600,142720,2,142720,142730
10471603,142720,1,142720,142730
10471700,142720,1,142720,142730
10471800,142720,1,142720,142730
10471900,142720,2,142720,142730
10471981,142730,1,142710,142730
10471989,142730,2,142710,142730
10472000,142720,1,142720,142730
10472089,142720,2,142720,142730
10472092,142720,1,142720,142730
10472100,142720,1,142720,142730
10472216,142710,2,142710,142730
10472288,142720,1,142710,142720
10472288,142720,1,142720,142730
10472546,142720,1,142720,142730
10472793,142710,2,142710,142720
10473025,142710,1,142700,142710
10473052,142710,1,142700,142710
10473090,142720,1,142700,142720
10474010,142700,3,142700,142720
10474011,142690,1,142690,142700
10474011,142680,3,142680,142700
10474022,142690,1,142670,142690
10474025,142680,1,142680,142690
10474320,142690,1,142680,142690
10474348,142680,1,142680,142690
10474738,142680,2,142670,142680
10475306,142670,2,142670,142680
10475412,142680,6,142670,142680
10475635,142680,1,142680,142690
10480221,142680,1,142680,142690
10480394,142690,2,142680,142690
10480502,142700,2,142690,142700
10480502,142700,7,142690,142700
10480693,142720,1,142710,142720
10480866,142700,3,142700,142720
10480975,142720,1,142710,142720
10481029,142730,15,142720,142730
10481030,142720,1,142720,142740
10481100,142720,1,142720,142740
10481200,142720,1,142720,142730
10481300,142720,1,142720,142730
10481451,142720,1,142710,142720
10481841,142720,2,142710,142720
10481845,142720,1,142720,142730
10482682,142720,1,142710,142720
10482683,142720,1,142720,142730
10482803,142720,1,142720,142730
10483370,142730,6,142720,142730
10483370,142740,6,142720,142740
10483371,142730,1,142730,142750
10483401,142750,1,142730,142750
10483406,142750,1,142730,142750
10483788,142750,1,142730,142750
10484097,142730,3,142730,142750
10484098,142720,1,142720,142740
10484105,142730,2,142710,142730
10484106,142720,1,142720,142740
10484176,142720,1,142710,142720
10484401,142740,4,142720,142740
10484404,142740,2,142740,142750
10484564,142750,10,142730,142750
10484565,142760,1,142750,142760
10484565,142750,1,142750,142770
10484565,142750,1,142750,142760
10484600,142750,2,142740,142750
10484824,142750,1,142750,142760
10484940,142750,1,142750,142760
10485290,142740,1,142740,142760
10490058,142750,1,142750,142760
10490078,142760,2,142740,142760
10490100,142750,1,142750,142770
10490222,142750,1,142750,142760
10490742,142760,7,142740,142760
10490743,142770,10,142760,142770
10490743,142760,1,142760,142780
10490743,142760,1,142760,142780
10490752,142770,5,142750,142770
10490800,142750,1,142750,142780
10490890,142760,1,142760,142780
10490890,142770,3,142750,142770
10490900,142750,1,142750,142780
10490901,142770,4,142750,142770
10490942,142770,2,142750,142770
10491000,142750,1,142750,142770
10491002,142770,3,142760,142770
10491003,142760,2,142760,142770
10491003,142760,1,142750,142760
10491003,142770,1,142760,142770
10491007,142750,3,142750,142770
10491007,142750,14,142740,142750
10491008,142770,1,142760,142770
10491012,142770,2,142760,142770
10491021,142780,1,142760,142780
10491090,142760,4,142760,142780
10491091,142760,1,142750,142760
10491093,142770,1,142760,142770
10491094,142770,1,142760,142770
10491097,142760,2,142760,142780
10491097,142760,3,142750,142760
10491097,142760,11,142750,142760
10491097,142770,2,142760,142770
10491098,142780,5,142770,142780
10491098,142770,1,142770,142780
10491098,142760,1,142760,142770
10491098,142780,1,142760,142780
10491100,142760,1,142760,142780
10491107,142760,1,142760,142780
10491131,142770,1,142760,142770
10491131,142780,8,142770,142780
10491132,142770,2,142770,142790
10491134,142760,2,142760,142780
10491134,142760,14,142750,142760
10491135,142780,5,142770,142780
10491147,142760,5,142760,142780
10491147,142760,12,142750,142760
10491178,142770,1,142760,142770
10491178,142770,1,142770,142780
10491178,142780,3,142760,142780
10491200,142760,1,142760,142780
10491212,142760,1,142760,142780
10491300,142760,1,142760,142780
10491318,142760,1,142760,142780
10491400,142760,1,142760,142770
10491482,142750,2,142750,142760
10491619,142740,2,142740,142760
10491726,142740,2,142740,142750
10491727,142730,3,142730,142740
10491729,142720,1,142720,142730
10491730,142720,1,142720,142730
10491730,142720,4,142710,142720
10491730,142720,1,142720,142740
10491736,142720,2,142720,142740
10491736,142710,1,142710,142730
10491736,142720,8,142710,142720
10491738,142710,5,142710,142720
10491741,142720,1,142720,142730
10491967,142720,2,142710,142720
10492109,142730,1,142720,142730
10492257,142730,1,142730,142740
10492330,142720,1,142720,142730
10492671,142720,4,142710,142720
10492969,142720,1,142720,142730
10493070,142720,2,142710,142720
10494002,142730,1,142720,142730
10494128,142720,4,142720,142730
10494133,142720,1,142710,142720
10494446,142720,1,142720,142730
10494832,142720,3,142720,142730
10494838,142720,1,142710,142720
10494890,142710,2,142710,142720
10495281,142710,1,142710,142720
10495281,142720,2,142710,142720
10500051,142730,5,142720,142730
10500112,142740,1,142720,142740
10500134,142740,3,142730,142740
10500503,142750,5,142740,142750
10500625,142750,1,142750,142770
10500700,142750,1,142750,142760
10500737,142760,3,142740,142760
10500737,142760,2,142760,142770
10501182,142740,3,142740,142750
10501939,142750,3,142740,142750
10502070,142740,1,142740,142760
10502354,142740,1,142740,142750
10502354,142740,2,142740,142750
10502716,142740,2,142740,142750
10502716,142730,5,142730,142740
10502716,142740,3,142720,142740
10502725,142740,5,142740,142750
10503044,142740,3,142730,142740
10503050,142750,1,142730,142750
10503102,142740,1,142740,142750
10503699,142750,2,142740,142750
10503700,142740,1,142740,142760
10503800,142750,1,142750,142760
10504369,142750,2,142740,142750
10504369,142750,1,142750,142760
10504379,142750,7,142750,142760
10504500,142750,1,142750,142760
10504611,142750,1,142740,142750
10504735,142750,1,142750,142760
10504738,142750,1,142750,142760
10504800,142750,1,142750,142760
10504900,142750,1,142750,142760
10504943,142760,6,142750,142760
10504943,142760,11,142750,142760
10505000,142750,1,142750,142770
10505058,142760,1,142760,142770
10505100,142750,1,142750,142770
10505147,142750,2,142750,142770
10505353,142750,9,142740,142750
10505354,142750,1,142750,142760
10505418,142750,1,142750,142760
10505418,142750,1,142740,142750
10505418,142760,1,142740,142750
10505420,142760,1,142750,142760
10505420,142770,2,142750,142770
10505420,142770,1,142770,142780
10505420,142770,2,142770,142780
10505420,142760,1,142760,142770
10505420,142760,1,142760,142770
10505421,142760,1,142740,142760
10505421,142750,1,142740,142750
10505423,142750,1,142750,142760
10505425,142740,8,142740,142750
10505425,142730,1,142730,142740
10505457,142720,5,142720,142730
10505630,142730,2,142720,142730
10510047,142740,1,142730,142740
10510085,142750,15,142740,142750
10510105,142750,1,142740,142750
10510168,142750,3,142740,142750
10510169,142770,1,142740,142770
10510169,142750,1,142750,142770
10510222,142750,1,142750,142760
10510303,142760,1,142740,142760
10510750,142750,1,142750,142760
10511491,142740,11,142740,142750
10511700,142730,3,142730,142740
10511711,142730,1,142720,142730
10511711,142730,2,142730,142740
10511787,142740,2,142720,142740
10512272,142720,6,142720,142730
10512277,142720,1,142710,142720
10512368,142720,4,142710,142720
10512664,142720,1,142720,142730
10512745,142710,2,142710,142720
10512775,142720,4,142700,142720
10513070,142720,1,142700,142720
10513777,142720,4,142720,142730
10514711,142710,1,142710,142720
10514772,142720,1,142710,142720
10515368,142720,4,142720,142730
10515405,142710,3,142710,142720
10515417,142710,1,142710,142720
10520607,142700,2,142700,142710
10520684,142680,1,142680,142690
10520684,142670,1,142680,142690
10520805,142670,1,142670,142690
10521881,142690,1,142680,142690
10521881,142690,3,142680,142690
10521881,142700,2,142690,142700
10522108,142710,4,142700,142710
10522164,142710,4,142710,142720
10522216,142700,1,142700,142710
10522570,142700,1,142700,142710
10522800,142690,2,142690,142700
10523493,142680,3,142680,142690
10523499,142670,3,142670,142680
10523626,142680,4,142660,142680
10523661,142670,1,142670,142690
10523722,142690,1,142680,142690
10524195,142680,1,142680,142690
10524371,142680,1,142680,142690
10524457,142690,1,142670,142690
10524458,142690,1,142670,142690
10524458,142700,3,142670,142690
10524760,142700,1,142680,142700
10525467,142690,1,142690,142700
10525496,142690,1,142690,142700
10525529,142700,7,142680,142700
10525728,142700,2,142700,142720
10525728,142700,1,142690,142700
10530372,142710,5,142700,142710
10530715,142710,1,142710,142720
10530868,142720,5,142700,142720
10530892,142720,1,142720,142740
10530914,142740,2,142720,142740
10530921,142740,2,142720,142740
10531161,142740,1,142730,142740
10531491,142750,5,142730,142750
10531493,142750,5,142750,142760
10531494,142750,2,142750,142760
10531494,142740,1,142750,142760
10531903,142760,11,142740,142760
10531903,142770,5,142750,142770
10531904,142760,1,142760,142770
10531925,142760,1,142750,142760
10531925,142770,2,142750,142760
10531925,142780,2,142750,142760
10531963,142770,1,142750,142770
10531992,142770,2,142750,142770
10531992,142780,3,142750,142770
10532521,142770,3,142760,142770
10532722,142770,3,142770,142780
10532723,142760,2,142760,142770
10532724,142760,5,142760,142770
10532725,142760,6,142760,142770
10532961,142740,4,142740,142760
10533069,142750,1,142730,142750
10533234,142740,12,142740,142750
10533234,142730,1,142730,142750
10533291,142720,6,142720,142730
10533339,142710,1,142700,142710
10533392,142700,1,142700,142710
10533503,142690,1,142690,142710
10533503,142680,2,142680,142690
10533534,142670,3,142670,142680
10533537,142660,12,142660,142670
10533537,142660,2,142660,142670
10533537,142660,2,142660,142670
10533539,142650,1,142650,142660
10533546,142650,1,142640,142650
10533554,142660,1,142650,142660
10533554,142660,1,142650,142660
10533555,142660,8,142660,142670
10533555,142660,10,142660,142670
10533556,142650,2,142650,142660
10533571,142640,4,142640,142650
10533733,142640,6,142630,142640
10533733,142650,3,142630,142650
10533758,142650,20,142640,142650
10533762,142640,1,142640,142660
10533764,142660,1,142640,142660
10533768,142640,2,142640,142660
10533795,142640,1,142640,142660
10533795,142630,4,142640,142660
10533795,142630,15,142620,142630
10533799,142630,1,142630,142650
10533806,142630,1,142630,142650
10533855,142630,1,142620,142630
10533860,142640,2,142630,142640
10533860,142640,17,142640,142650
10533860,142630,1,142630,142640
10534005,142630,2,142620,142630
10534118,142640,2,142620,142640
10534118,142640,2,142640,142650
10534118,142630,2,142630,142640
10534155,142640,1,142630,142640
10534161,142660,3,142650,142660
10534161,142660,16,142660,142670
10534456,142650,4,142630,142650
10534456,142650,16,142650,142660
10534456,142640,1,142640,142660
10534474,142640,1,142630,142640
10534474,142640,1,142640,142650
10534558,142630,3,142630,142640
10534571,142620,1,142620,142630
10534647,142610,1,142610,142620
10534899,142590,1,142590,142600
10534920,142580,3,142580,142590
10534940,142580,1,142580,142590
10534944,142590,1,142570,142590
10535228,142580,1,142570,142580
10535233,142580,3,142580,142590
10535236,142580,1,142570,142580
10535368,142580,1,142570,142580
10535372,142580,1,142580,142590
10535372,142570,4,142580,142590
10535372,142560,1,142580,142590
10535372,142580,2,142570,142580
10535375,142580,1,142570,142580
10535378,142570,1,142570,142590
10535558,142590,2,142570,142590
10535682,142590,1,142580,142590
10540004,142600,1,142590,142600
10540175,142590,2,142590,142620
10540235,142600,1,142600,142620
10540235,142590,3,142600,142620
10541100,142590,2,142590,142600
10541573,142580,1,142580,142600
10541906,142600,5,142590,142600
10541920,142600,1,142600,142620
10541964,142620,1,142610,142620
10541964,142620,1,142610,142620
10541971,142610,1,142610,142630
10542109,142630,3,142610,142630
10542113,142630,1,142630,142640
10542212,142620,2,142620,142630
10542212,142610,1,142610,142620
10542212,142610,1,142610,142620
10542218,142620,1,142600,142620
10542302,142620,2,142610,142620
10542818,142620,1,142610,142620
10543541,142630,3,142610,142630
10543541,142620,1,142620,142630
10543569,142610,1,142610,142630
10543777,142620,1,142620,142630
10543952,142620,1,142620,142630
10544601,142630,1,142610,142630
10545128,142610,7,142610,142620
10545331,142610,1,142610,142620
10545607,142610,2,142600,142610
10545607,142620,2,142600,142610
10550820,142630,4,142620,142630
10550820,142640,1,142630,142640
10550975,142640,3,142640,142660
10551063,142670,22,142660,142670
10551064,142680,3,142650,142680
10551067,142660,1,142660,142680
10551224,142670,1,142650,142670
10551404,142660,2,142660,142670
10551404,142660,1,142650,142660
10551417,142660,1,142660,142670
10551584,142660,2,142660,142680
10551584,142650,4,142660,142680
10551584,142640,4,142660,142680
10551584,142660,1,142640,142660
10551620,142670,1,142650,142670
10552322,142670,2,142660,142670
10552323,142660,1,142660,142670
10552605,142680,3,142660,142680
10552605,142670,1,142670,142680
10552974,142680,2,142660,142680
10552981,142680,1,142680,142690
10553267,142680,1,142670,142680
10553272,142680,1,142680,142690
10553272,142690,63,142670,142690
10553297,142700,1,142690,142700
10553309,142690,2,142690,142710
10553309,142680,5,142690,142710
10553314,142680,1,142680,142690
10553667,142660,1,142660,142670
10554420,142650,2,142650,142670
10554420,142650,1,142640,142650
10554426,142650,1,142650,142670
10554813,142670,2,142660,142670
10554820,142680,1,142660,142680
10555294,142660,1,142660,142690
10555347,142670,1,142650,142670
10555525,142660,2,142640,142660
10555704,142660,1,142660,142670
10560144,142660,1,142650,142660
10560976,142650,2,142650,142660
10560976,142660,1,142640,142660
10561024,142650,1,142650,142660
10561131,142640,4,142640,142650
10561131,142650,1,142630,142650
10561152,142660,2,142640,142660
10561152,142660,1,142660,142670
10561435,142640,1,142640,142660
10561436,142660,2,142640,142660
10562027,142660,2,142650,142660
10562037,142650,2,142650,142670
10562051,142660,1,142660,142670
10562051,142660,3,142660,142670
10562906,142650,1,142650,142660
10563278,142660,1,142640,142660
10563533,142660,5,142650,142660
10563541,142670,4,142660,142670
10565666,142670,1,142670,142680
10565666,142670,1,142660,142670
10565697,142680,4,142670,142680
10565697,142690,2,142680,142690
10570086,142700,1,142690,142700
10570263,142700,1,142700,142710
10570906,142700,1,142690,142700
10570906,142710,4,142690,142700
10570906,142720,8,142690,142700
10570935,142710,1,142700,142710
10570939,142710,1,142710,142720
10570941,142710,1,142710,142720
10570957,142710,1,142700,142710
10571054,142720,3,142700,142720
10571071,142720,1,142700,142720
10571187,142710,2,142700,142710
10571187,142720,3,142700,142710
10571408,142700,2,142700,142710
10571468,142710,3,142690,142710
10571468,142720,7,142700,142720
10571484,142720,1,142710,142720
10571755,142730,2,142710,142730
10571755,142740,1,142710,142730
10571789,142740,1,142710,142740
10571803,142740,1,142720,142740
10572030,142730,1,142720,142730
10572037,142740,1,142730,142740
10572618,142720,3,142720,142730
10572618,142710,2,142720,142730
10573155,142710,1,142710,142720
10573160,142710,1,142700,142710
10573165,142710,1,142700,142710
10573401,142720,1,142700,142720
10573530,142710,2,142710,142730
10573714,142710,3,142690,142710
10574574,142710,3,142700,142710
10574935,142720,4,142720,142730
10574939,142720,1,142710,142720
10575168,142730,5,142720,142730
10575206,142740,18,142730,142740
10575374,142750,2,142740,142750
10575597,142740,2,142740,142760
10575597,142730,1,142740,142760
10575598,142750,1,142740,142750
10575599,142740,1,142740,142760
10575599,142740,1,142730,142740
10575599,142730,1,142730,142760
10575600,142740,1,142740,142750
10575600,142730,1,142730,142740
10575600,142730,6,142720,142730
10575600,142730,9,142720,142730
10575600,142730,1,142730,142740
10575634,142730,1,142730,142740
10575638,142730,2,142720,142730
10575638,142740,4,142720,142730
10575738,142730,1,142730,142740
10575753,142730,1,142730,142740
10575868,142740,1,142730,142740
10575868,142740,4,142740,142750
10580034,142740,1,142720,142740
10580047,142740,1,142740,142750
10580246,142730,2,142730,142740
10580414,142730,1,142730,142740
10580641,142720,4,142720,142740
10580650,142720,1,142710,142720
10581200,142710,3,142710,142720
10581206,142710,1,142710,142720
10581220,142700,1,142700,142710
10581220,142710,2,142690,142710
10581557,142690,1,142690,142710
10581566,142710,1,142690,142710
10581739,142700,2,142700,142720
10581739,142700,1,142690,142700
10581830,142720,1,142700,142720
10583040,142710,2,142690,142710
10583040,142720,5,142710,142720
10583100,142720,1,142710,142720
10583200,142740,3,142710,142740
10584362,142730,1,142720,142730
10584731,142740,2,142720,142740
10584741,142740,1,142720,142740
10584897,142730,1,142730,142740
10584971,142730,1,142730,142740
10585186,142730,1,142730,142740
10585186,142720,2,142730,142740
10585186,142710,2,142730,142740
10585186,142730,1,142710,142730
10585873,142730,3,142730,142740
10590018,142740,1,142720,142740
10590038,142740,8,142720,142740
10590038,142750,10,142740,142750
10590038,142760,31,142750,142760
10590038,142770,1,142760,142770
10590042,142760,1,142760,142770
10590083,142760,1,142740,142760
10590115,142740,2,142740,142750
10590521,142740,2,142730,142740
10591187,142750,1,142740,142750
10592057,142760,1,142760,142770
10593095,142760,1,142740,142760
10593467,142760,1,142740,142760
10593577,142740,5,142740,142760
10593577,142740,5,142730,142740
10593583,142740,1,142740,142760
10593863,142730,2,142730,142740
10593976,142720,7,142720,142740
10593977,142720,3,142710,142720
10593977,142720,1,142720,142730
10593981,142720,1,142720,142730
10594031,142710,3,142710,142730
10594031,142700,3,142710,142730
10594031,142690,4,142710,142730
10594049,142700,1,142700,142710
10594105,142690,1,142690,142700
10594105,142700,10,142680,142700
10594118,142700,1,142690,142700
10594161,142690,4,142690,142710
10594161,142680,5,142690,142710
