time,price,amount,bid_price,ask_price
12402632,141130,1,141120,141130
12402883,141130,1,141120,141130
12402936,141130,2,141120,141130
12403132,141120,8,141120,141130
12403133,141110,3,141110,141130
12403147,141110,2,141110,141120
12403147,141100,18,141110,141120
12403147,141090,2,141110,141120
12403147,141080,5,141110,141120
12403157,141100,1,141090,141100
12403158,141110,4,141100,141110
12403158,141100,7,141100,141110
12403158,141110,1,141090,141110
12403165,141100,1,141100,141110
12403177,141100,5,141100,141110
12403178,141110,2,141090,141110
12403186,141090,2,141090,141110
12403186,141080,1,141090,141110
12403187,141100,1,141090,141100
12403191,141100,4,141100,141110
12403193,141110,1,141100,141110
12403195,141100,1,141100,141110
12403198,141110,5,141100,141110
12403200,141100,3,141100,141120
12403201,141120,1,141100,141120
12403206,141120,1,141100,141120
12403209,141100,3,141100,141110
12403211,141090,1,141090,141110
12403215,141110,2,141090,141110
12403217,141120,2,141100,141120
12403223,141120,1,141110,141120
12403223,141120,1,141120,141130
12403224,141130,2,141110,141130
12403226,141130,2,141110,141130
12403230,141130,1,141110,141130
12403237,141130,1,141110,141130
12403244,141130,2,141130,141140
12403319,141140,1,141120,141140
12403518,141110,1,141110,141130
12404313,141130,2,141120,141130
12404316,141140,2,141130,141140
12404317,141150,3,141140,141150
12404317,141160,3,141150,141160
12404317,141160,8,141150,141160
12404320,141160,1,141160,141170
12404321,141150,1,141150,141170
12404351,141140,1,141140,141160
12404536,141150,1,141140,141150
12404540,141150,4,141140,141150
12404710,141150,1,141140,141150
12404711,141150,1,141140,141150
12404721,141150,1,141150,141160
12404733,141160,1,141150,141160
12405124,141150,2,141150,141160
12405124,141140,1,141140,141160
12405128,141150,1,141140,141150
12405561,141150,3,141140,141150
12405812,141150,1,141140,141150
12405812,141150,5,141140,141150
12405818,141150,1,141150,141160
12405906,141160,1,141150,141160
12410013,141150,1,141150,141160
12410135,141160,4,141150,141160
12410135,141150,1,141150,141170
12410156,141150,1,141150,141160
12410156,141150,2,141150,141160
12410211,141150,2,141140,141150
12410217,141150,2,141150,141160
12410243,141150,1,141150,141160
12410824,141150,1,141140,141150
12411225,141150,1,141140,141150
12411573,141140,14,141140,141150
12411574,141130,1,141120,141130
12411574,141120,1,141120,141130
12411581,141120,1,141120,141130
12411703,141110,1,141110,141130
12411704,141120,1,141110,141120
12411718,141130,1,141110,141130
12411800,141120,1,141120,141130
12412023,141130,1,141110,141130
12412233,141110,2,141110,141130
12412732,141100,2,141100,141110
12413025,141110,1,141100,141110
12413144,141100,1,141100,141110
12413150,141100,1,141100,141110
12413167,141100,1,141100,141110
12413167,141090,1,141100,141110
12413716,141090,1,141090,141100
12413723,141090,1,141080,141090
12413727,141090,1,141080,141090
12413749,141080,10,141080,141090
12413752,141070,2,141070,141080
12413758,141080,1,141060,141080
12413771,141080,1,141060,141080
12413774,141060,1,141060,141080
12413783,141070,2,141060,141070
12413784,141060,3,141060,141080
12413789,141060,8,141060,141070
12413797,141060,1,141050,141060
12413797,141070,3,141050,141070
12413805,141060,1,141050,141060
12413808,141060,19,141060,141070
12413809,141050,7,141050,141060
12413826,141040,1,141040,141050
12413826,141050,4,141040,141050
12413826,141040,14,141040,141060
12413826,141040,1,141040,141050
12413840,141040,1,141040,141060
12413840,141050,2,141040,141050
12413864,141050,1,141040,141050
12413864,141050,1,141050,141060
12413864,141040,49,141050,141060
12413864,141030,1,141030,141050
12413951,141030,1,141030,141040
12414162,141030,1,141030,141040
12414163,141040,1,141030,141040
12414205,141040,3,141030,141040
12414205,141050,1,141040,141050
12414205,141060,4,141040,141060
12414206,141050,2,141050,141060
12414208,141060,2,141040,141060
12414211,141070,2,141060,141070
12414211,141070,15,141070,141080
12414211,141050,3,141050,141080
12414211,141070,1,141050,141070
12414212,141050,1,141050,141070
12414221,141050,2,141050,141060
12414262,141050,1,141050,141060
12414289,141050,1,141050,141060
12414416,141050,1,141050,141060
12414498,141060,1,141040,141060
12414535,141050,1,141050,141060
12414535,141040,1,141050,141060
12414906,141040,7,141020,141040
12414955,141040,14,141040,141050
12414960,141020,13,141020,141040
12414962,141030,3,141020,141030
12414974,141020,1,141020,141030
12414978,141020,1,141020,141030
12415042,141030,3,141020,141030
12415051,141040,1,141020,141040
12415059,141040,1,141020,141040
12415059,141040,1,141030,141040
12415074,141030,1,141030,141050
12415119,141030,2,141030,141040
12415119,141020,1,141020,141040
12415206,141040,3,141020,141040
12415206,141040,1,141020,141040
12415216,141040,16,141040,141050
12415533,141020,1,141020,141030
12415609,141020,1,141020,141030
12415826,141020,4,141020,141030
12415826,141010,1,141010,141020
12415827,141020,1,141010,141020
12415827,141030,9,141020,141030
12415827,141040,2,141020,141040
12415827,141040,2,141030,141040
12415827,141050,25,141040,141050
12415827,141060,2,141040,141060
12415828,141070,1,141050,141070
12415835,141060,1,141040,141060
12415844,141060,1,141040,141060
12415851,141060,2,141040,141060
12415870,141060,1,141040,141060
12415880,141070,1,141050,141070
12415893,141070,1,141050,141070
12415896,141070,1,141050,141070
12415905,141080,3,141050,141080
12415907,141090,1,141070,141090
12415907,141090,2,141090,141100
12415908,141090,2,141070,141090
12420020,141100,1,141080,141100
12420040,141080,2,141080,141100
12420040,141070,1,141080,141100
12420047,141060,5,141060,141090
12420047,141050,4,141060,141090
12420047,141050,3,141040,141050
12420049,141080,2,141060,141080
12420049,141090,2,141060,141080
12420049,141090,1,141070,141090
12420049,141100,3,141070,141090
12420052,141100,1,141070,141100
12420052,141100,3,141070,141100
12420052,141100,13,141100,141110
12420052,141090,1,141090,141100
12420053,141100,1,141080,141100
12420053,141100,1,141100,141110
12420053,141100,1,141080,141100
12420053,141100,3,141100,141110
12420210,141050,4,141050,141060
12420246,141060,1,141040,141060
12420501,141060,1,141030,141060
12420883,141030,2,141020,141030
12420893,141030,1,141030,141040
12420941,141020,1,141020,141030
12420952,141030,4,141020,141030
12420952,141040,2,141030,141040
12420952,141040,1,141030,141040
12421060,141040,2,141040,141050
12421063,141030,2,141030,141040
12421478,141030,6,141010,141030
12421479,141030,2,141020,141030
12421540,141020,3,141020,141040
12421602,141010,10,141010,141030
12421761,141000,25,141000,141010
12421761,140990,3,140990,141000
12421764,140990,1,140990,141000
12421768,141000,2,140980,141000
12421772,140980,14,140980,140990
12421774,140980,3,140970,140980
12421777,140970,4,140970,140980
12421777,140980,1,140970,140980
12421778,140980,1,140970,140980
12421784,140970,2,140970,140990
12421784,140980,1,140970,140980
12421792,140980,2,140970,140980
12421809,140990,1,140970,140990
12421809,140990,3,140970,140990
12421814,141000,5,140990,141000
12421814,141000,11,141000,141010
12421820,140970,4,140970,141000
12421820,140960,8,140970,141000
12421939,140980,1,140980,140990
12421954,140980,1,140980,140990
12421957,140970,2,140970,140990
12421964,140960,1,140960,140970
12421964,140970,3,140960,140970
12421972,140970,1,140970,140990
12422090,140980,1,140980,140990
12422125,140970,1,140970,140990
12422444,140970,1,140970,140980
12422809,140980,1,140970,140980
12423059,140980,2,140970,140980
12423065,140990,2,140980,140990
12423204,140990,2,140990,141000
12423259,140980,3,140980,141000
12423259,140970,4,140980,141000
12423259,140970,6,140960,140970
12423393,141000,1,140980,141000
12423716,141000,2,141000,141010
12423723,141000,1,140990,141000
12423759,141000,1,140990,141000
12424096,141010,4,141000,141010
12424131,141000,1,141000,141020
12424543,140990,2,140990,141010
12424543,140980,1,140990,141010
12425166,140980,2,140970,140980
12425176,140990,3,140970,140990
12430000,140970,4,140970,140990
12430009,140960,1,140960,140980
12430014,140960,1,140960,140980
12430015,140970,1,140960,140970
12430035,140970,1,140970,140990
12430040,140970,4,140960,140970
12430040,140990,2,140970,140990
12430050,140990,1,140970,140990
12430055,140990,1,140970,140990
12430066,140970,2,140970,140990
12430090,140970,1,140970,140990
12430090,140970,1,140960,140970
12430090,140960,1,140960,140980
12430414,140970,1,140970,140980
12430414,140960,2,140970,140980
12430493,140980,1,140960,140980
12430644,140970,1,140970,140980
12430822,140970,5,140960,140970
12430826,140970,2,140970,140980
12430870,140960,1,140960,140980
12430872,140980,1,140960,140980
12431064,140970,2,140970,140980
12431065,140960,1,140960,140980
12431094,140960,1,140960,140980
12431094,140960,2,140950,140960
12431094,140980,2,140960,140980
12431095,140990,3,140970,140990
12431095,140990,3,140970,140990
12431096,140990,1,140970,140990
12431103,140990,1,140970,140990
12431119,140990,1,140970,140990
12431137,140990,1,140970,140990
12431138,140990,1,140970,140990
12431139,140970,1,140970,140990
12431151,140990,1,140970,140990
12431151,140990,1,140970,140990
12431155,140990,1,140970,140990
12431164,140990,1,140970,140990
12431172,140990,1,140970,140990
12431176,140990,1,140970,140990
12431403,140980,3,140980,140990
12432628,140980,6,140970,140980
12432631,140980,1,140980,140990
12432649,140980,1,140980,140990
12432657,140980,2,140980,140990
12433035,140980,2,140970,140980
12433687,140980,3,140970,140980
12433758,140990,5,140980,140990
12434118,140990,1,140990,141000
12434124,140990,1,140990,141000
12434124,140980,1,140990,141000
12434124,140990,1,140990,141000
12434124,140980,1,140990,141000
12434124,140970,1,140990,141000
12434393,140970,1,140970,140990
12434393,140960,4,140970,140990
12435037,140970,3,140960,140970
12435041,140970,1,140970,140980
12435058,140970,3,140960,140970
12435116,140980,3,140970,140980
12435121,140970,1,140970,140990
12435124,140970,2,140970,140990
12435124,140960,2,140970,140990
12435125,140960,2,140960,140980
12435125,140950,1,140960,140980
12435126,140960,2,140960,140970
12435129,140950,5,140950,140980
12435129,140940,1,140950,140980
12435283,140970,1,140960,140970
12435800,140970,1,140970,140980
12435800,140960,1,140970,140980
12435929,140980,1,140960,140980
12440020,140990,2,140980,140990
12440032,140990,1,140990,141000
12440037,141000,2,140980,141000
12440223,141000,1,140980,141000
12440655,141000,1,141000,141010
12440775,141000,5,141000,141010
12440776,141010,1,140990,141010
12440968,141010,3,140990,141010
12440996,141010,13,141000,141010
12440999,141000,1,141000,141020
12441263,141020,4,141000,141020
12441410,141020,1,141000,141020
12442144,141010,1,141010,141020
12442741,141000,6,141000,141010
12442753,140990,2,140990,141000
12442976,140980,1,140980,141000
12443206,141000,1,140970,141000
12443630,140990,4,140980,140990
12443633,140980,1,140980,141000
12443644,140980,1,140980,141000
12444021,140970,1,140970,140980
12444031,140970,2,140960,140970
12444034,140980,1,140970,140980
12444035,140990,3,140970,140990
12444036,141000,1,140980,141000
12444036,141010,1,140980,141010
12444610,140990,2,140990,141000
12444639,140970,1,140970,140990
12444651,140990,1,140970,140990
12444652,140990,1,140970,140990
12444654,141000,6,140980,141000
12444768,140980,4,140980,141000
12444774,140980,1,140960,140980
12444912,140960,1,140960,140980
12444923,140960,3,140960,140980
12444926,140950,2,140950,140960
12444934,140950,1,140950,140960
12444938,140960,20,140950,140960
12444938,140950,1,140950,140970
12444953,140970,1,140960,140970
12444954,140970,1,140960,140970
12444960,140970,1,140960,140970
12444960,140970,6,140970,140980
12444961,140970,2,140950,140970
12444990,140970,1,140950,140970
12445099,140940,1,140940,140960
12445112,140960,1,140940,140960
12445115,140950,2,140950,140960
12445120,140940,1,140940,140960
12445124,140940,9,140940,140950
12445126,140930,4,140930,140950
12445143,140920,1,140920,140940
12445152,140930,1,140930,140940
12445154,140920,4,140920,140940
12445155,140930,3,140920,140930
12445156,140940,2,140930,140940
12445156,140930,1,140930,140940
12445159,140930,2,140920,140930
12445160,140930,1,140930,140940
12445160,140920,4,140920,140940
12445161,140930,1,140920,140930
12445161,140940,2,140920,140930
12445161,140950,2,140920,140930
12445162,140930,2,140930,140940
12445162,140920,6,140920,140930
12445163,140920,2,140910,140920
12445163,140930,1,140910,140930
12445163,140910,1,140910,140930
12445163,140930,1,140920,140930
12445165,140910,4,140910,140930
12445165,140930,1,140910,140930
12445167,140920,1,140920,140930
12445170,140910,2,140910,140930
12445170,140900,2,140910,140930
12445171,140920,1,140900,140920
12445175,140910,2,140910,140920
12445175,140900,18,140900,140910
12445176,140890,1,140890,140910
12445177,140900,2,140890,140900
12445181,140900,6,140900,140920
12445182,140910,2,140900,140910
12445183,140910,1,140910,140920
12445183,140920,1,140900,140920
12445185,140920,2,140910,140920
12445185,140930,1,140910,140930
12445185,140920,1,140910,140920
12445187,140930,2,140910,140930
12445187,140910,2,140910,140930
12445187,140900,4,140910,140930
12445191,140920,3,140910,140920
12445192,140930,2,140910,140930
12445193,140930,1,140920,140930
12445195,140920,1,140920,140930
12445195,140930,1,140920,140930
12445195,140920,1,140920,140930
12445195,140930,1,140910,140930
12445196,140930,2,140910,140930
12445206,140910,1,140910,140930
12445206,140930,1,140910,140930
12445213,140930,1,140920,140930
12445214,140930,1,140930,140940
12445219,140930,2,140910,140930
12445221,140930,1,140920,140930
12445223,140940,1,140920,140940
12445231,140940,1,140920,140940
12445238,140940,1,140920,140940
12445238,140930,1,140930,140940
12445245,140920,1,140920,140930
12445248,140930,1,140910,140930
12445255,140940,1,140920,140940
12445265,140940,1,140920,140940
12445412,140950,1,140930,140950
12445412,140960,3,140930,140950
12445417,140940,2,140940,140960
12445512,140960,4,140940,140960
12445516,140950,1,140950,140960
12445539,140960,1,140940,140960
12445658,140950,1,140950,140960
12445962,140960,5,140940,140960
12445968,140950,1,140950,140960
12450040,140960,1,140940,140960
12450045,140960,1,140940,140960
12450058,140940,2,140940,140960
12450062,140930,2,140930,140950
12450072,140940,2,140930,140940
12450085,140920,1,140920,140940
12450092,140940,2,140920,140940
12450092,140930,1,140930,140940
12450125,140930,2,140920,140930
12450126,140930,18,140930,140940
12450163,140920,3,140920,140930
12450183,140910,1,140910,140930
12450197,140930,3,140910,140930
12450213,140910,1,140910,140930
12450220,140910,1,140910,140930
12450226,140930,4,140910,140930
12450226,140910,1,140910,140940
12450233,140910,1,140910,140920
12450281,140910,1,140910,140920
12450286,140900,1,140900,140920
12450299,140900,5,140900,140920
12450300,140920,2,140890,140920
12450311,140900,2,140900,140920
12450320,140920,1,140890,140920
12450321,140920,1,140900,140920
12450322,140920,2,140900,140920
12450425,140930,5,140900,140930
12450425,140930,4,140900,140930
12450425,140930,11,140930,140940
12450449,140910,1,140910,140930
12450459,140900,1,140900,140920
12450463,140920,2,140900,140920
12450464,140920,1,140900,140920
12450464,140930,3,140900,140920
12450470,140910,1,140910,140930
12450482,140900,1,140900,140920
12450492,140900,1,140900,140920
12450493,140920,2,140900,140920
12450504,140900,1,140900,140920
12450517,140920,1,140900,140920
12450518,140930,1,140910,140930
12450520,140930,1,140910,140930
12450521,140930,1,140910,140930
12450792,140920,1,140920,140930
12450803,140920,1,140920,140930
12450803,140910,1,140910,140930
12450809,140910,1,140910,140920
12450816,140920,1,140900,140920
12450817,140920,1,140910,140920
12450817,140920,1,140910,140920
12450818,140930,1,140910,140930
12451189,140920,5,140900,140920
12451189,140920,1,140920,140930
12451381,140930,1,140910,140930
12451695,140910,1,140910,140930
12451704,140910,1,140910,140930
12451708,140930,2,140910,140930
12451709,140930,1,140910,140930
12451710,140930,1,140910,140930
12451711,140910,1,140910,140930
12451812,140930,4,140910,140930
12451813,140940,2,140920,140940
12451813,140940,1,140920,140940
12451902,140920,1,140920,140940
12451902,140910,5,140920,140940
12451902,140910,4,140900,140910
12451916,140930,2,140910,140930
12451916,140930,1,140910,140930
12451917,140930,1,140920,140930
12451980,140940,1,140920,140940
12452010,140940,1,140920,140940
12452030,140940,2,140930,140940
12452031,140950,1,140930,140950
12452031,140960,1,140930,140950
12452049,140960,1,140930,140960
12452614,140960,1,140940,140960
12452794,140940,3,140940,140960
12452806,140960,4,140930,140960
12453056,140950,1,140930,140950
12453286,140950,3,140940,140950
12453394,140960,1,140940,140960
12453433,140960,19,140950,140960
12453713,140970,2,140950,140970
12453713,140980,3,140950,140970
12454020,140980,15,140970,140980
12454024,140980,1,140980,140990
12454039,140970,1,140970,140980
12454053,140980,1,140960,140980
12454124,140970,1,140950,140970
12454223,140970,1,140950,140970
12454786,140980,1,140950,140980
12454803,140980,1,140960,140980
12454831,140980,2,140970,140980
12454831,140980,1,140980,141000
12455215,140990,1,140990,141000
12455215,140990,1,140990,141000
12455855,140960,1,140950,140960
12460057,140970,23,140960,140970
12460057,140980,1,140960,140980
12460061,140970,1,140970,141000
12460066,140970,1,140970,140990
12460160,140960,1,140960,140970
12460160,140950,2,140950,140970
12460161,140960,1,140950,140960
12460231,140940,1,140940,140950
12460242,140950,1,140930,140950
12460245,140950,1,140930,140950
12460245,140960,3,140930,140950
12460267,140960,1,140940,140960
12460372,140960,1,140940,140960
12460479,140960,1,140940,140960
12460502,140950,2,140950,140970
12460582,140950,2,140940,140950
12460585,140940,1,140940,140950
12460597,140950,1,140930,140950
12460598,140950,3,140930,140950
12460689,140950,1,140930,140950
12460692,140940,3,140940,140950
12460704,140950,2,140930,140950
12460705,140950,1,140930,140950
12460707,140950,1,140930,140950
12460793,140950,1,140940,140950
12460900,140950,1,140930,140950
12461006,140950,1,140940,140950
12461112,140950,1,140930,140950
12461116,140940,1,140940,140950
12461128,140950,4,140940,140950
12461258,140950,4,140940,140950
12461535,140950,1,140950,140960
12461638,140930,1,140930,140950
12461638,140920,2,140930,140950
12461702,140940,2,140910,140940
12461823,140950,4,140930,140950
12461948,140950,1,140930,140950
12462112,140950,1,140950,140960
12462117,140960,1,140940,140960
12462120,140960,1,140940,140960
12462353,140940,1,140940,140960
12462367,140960,5,140950,140960
12462409,140960,1,140960,140970
12462413,140950,1,140950,140970
12462467,140950,1,140950,140970
12462511,140950,1,140950,140970
12462555,140950,1,140950,140970
12462685,140950,2,140950,140960
12462685,140940,1,140950,140960
12462691,140950,1,140930,140950
12462692,140940,1,140940,140950
12462696,140950,1,140930,140950
12462949,140940,1,140940,140950
12462963,140950,2,140930,140950
12463025,140930,1,140930,140950
12463366,140950,1,140930,140950
12463873,140940,1,140940,140950
12463873,140930,2,140940,140950
12463873,140920,1,140920,140930
12463879,140920,1,140910,140920
12463925,140900,2,140900,140920
12463932,140910,3,140890,140910
12463941,140920,1,140900,140920
12464085,140890,5,140890,140910
12464086,140900,1,140880,140900
12464086,140910,2,140900,140910
12464087,140920,3,140900,140920
12464092,140900,7,140900,140910
12464092,140890,5,140900,140910
12464092,140880,18,140900,140910
12464092,140880,11,140870,140880
12464092,140880,6,140870,140880
12464093,140880,1,140880,140900
12464093,140900,2,140880,140900
12464093,140900,1,140900,140910
12464093,140890,1,140890,140900
12464096,140900,1,140880,140900
12464100,140880,1,140880,140890
12464100,140890,1,140880,140890
12464105,140900,1,140880,140900
12464106,140880,1,140880,140900
12464107,140900,2,140880,140900
12464108,140900,2,140880,140900
12464109,140900,1,140880,140900
12464113,140900,1,140880,140900
12464153,140910,1,140890,140910
12464166,140910,2,140900,140910
12464166,140920,1,140900,140910
12464456,140910,1,140900,140910
12464469,140920,1,140910,140920
12464469,140930,2,140910,140920
12464469,140940,2,140910,140920
12464469,140930,1,140930,140940
12464587,140910,1,140910,140930
12464600,140910,3,140900,140910
12464600,140920,1,140900,140910
12464662,140910,1,140910,140930
12464675,140910,4,140900,140910
12464678,140900,1,140900,140930
12464690,140920,1,140900,140920
12465163,140920,1,140910,140920
12470024,140920,1,140910,140920
12470053,140910,1,140910,140920
12470064,140900,1,140900,140920
12470066,140910,3,140890,140910
12470066,140920,1,140900,140920
12470204,140890,1,140890,140900
12470205,140890,1,140880,140890
12470217,140900,2,140880,140900
12470217,140910,2,140880,140900
12470684,140910,1,140900,140910
12470737,140910,1,140910,140920
12470839,140900,1,140900,140920
12470839,140890,3,140900,140920
12470839,140880,5,140900,140920
12470839,140880,1,140870,140880
12470839,140880,40,140870,140880
12470843,140880,2,140880,140890
12470949,140880,1,140870,140880
12470965,140870,2,140870,140890
12471055,140880,2,140870,140880
12471087,140870,5,140870,140880
12471089,140860,18,140860,140870
12471090,140860,4,140850,140860
12471091,140860,6,140860,140870
12471091,140870,4,140860,140870
12471098,140860,2,140860,140870
12471099,140860,26,140860,140870
12471100,140860,1,140850,140860
12471138,140860,3,140850,140860
12471139,140860,17,140860,140870
12471152,140850,1,140850,140860
12471152,140850,4,140850,140860
12471160,140860,1,140840,140860
12471163,140840,2,140840,140870
12471167,140850,3,140850,140860
12471190,140860,1,140850,140860
12471192,140850,3,140850,140860
12471192,140840,2,140850,140860
12471221,140860,1,140840,140860
12471221,140850,1,140850,140860
12471267,140860,1,140840,140860
12471372,140860,1,140840,140860
12471440,140840,1,140840,140860
12471444,140850,1,140850,140860
12471449,140840,1,140840,140860
12471478,140860,1,140840,140860
12471537,140850,1,140840,140850
12471541,140850,1,140850,140860
12471541,140850,1,140850,140860
12471541,140840,1,140850,140860
12471728,140860,1,140840,140860
12471732,140850,1,140850,140860
12471863,140860,1,140840,140860
12472041,140840,3,140840,140860
12472046,140860,2,140840,140860
12472067,140860,1,140840,140860
12472072,140850,2,140850,140860
12472072,140840,11,140850,140860
12472073,140840,10,140830,140840
12472081,140840,1,140830,140840
12472097,140850,1,140830,140850
12472121,140850,1,140830,140850
12472121,140850,1,140830,140850
12472121,140840,1,140840,140860
12472129,140840,1,140830,140840
12472131,140850,1,140830,140850
12472135,140850,1,140840,140850
12472136,140840,1,140840,140850
12472143,140850,2,140830,140850
12472143,140850,1,140850,140860
12472143,140850,1,140840,140850
12472157,140850,1,140830,140850
12472163,140850,1,140840,140850
12472300,140850,1,140850,140860
12472300,140840,2,140850,140860
12472344,140840,2,140840,140860
12472633,140840,2,140840,140860
12472633,140830,8,140840,140860
12472633,140820,17,140840,140860
12472633,140820,5,140810,140820
12472633,140820,18,140810,140820
12472634,140830,1,140820,140830
12472634,140840,1,140820,140840
12472635,140840,2,140820,140840
12472635,140850,1,140820,140850
12472636,140840,1,140830,140840
12472636,140850,1,140830,140850
12472641,140830,1,140830,140850
12472643,140830,1,140830,140840
12472647,140830,1,140830,140840
12472671,140830,3,140830,140840
12472673,140830,1,140820,140830
12472674,140830,4,140820,140830
12472683,140830,1,140820,140830
12472689,140830,1,140820,140830
12472689,140840,4,140820,140840
12472729,140830,1,140820,140830
12472739,140820,2,140820,140830
12472743,140820,2,140820,140830
12472845,140820,1,140810,140820
12472845,140820,2,140810,140820
12472862,140810,11,140810,140830
12472862,140800,21,140810,140830
12472862,140790,5,140810,140830
12472862,140790,3,140780,140790
12472862,140790,10,140780,140790
12472863,140800,1,140780,140800
12472864,140800,1,140790,140800
12472865,140810,3,140790,140810
12472865,140820,1,140800,140820
12472866,140800,1,140800,140820
12472866,140800,1,140800,140810
12472867,140790,4,140790,140810
12472875,140800,2,140780,140800
12472875,140810,2,140780,140810
12472875,140800,1,140790,140800
12472875,140810,1,140790,140810
12473044,140790,1,140790,140810
12473044,140780,8,140780,140790
12473045,140780,2,140770,140780
12473049,140790,2,140770,140790
12473055,140790,1,140770,140790
12473152,140780,1,140780,140790
12473225,140790,1,140770,140790
12473229,140780,1,140780,140790
12473246,140780,1,140780,140790
12473360,140770,11,140770,140780
12473360,140760,8,140760,140770
12473361,140770,2,140750,140770
12473361,140770,3,140750,140770
12473362,140780,2,140760,140780
12473369,140780,1,140780,140790
12473374,140770,1,140770,140790
12473375,140770,1,140770,140790
12473375,140760,2,140770,140790
12473380,140770,1,140770,140780
12473380,140760,2,140770,140780
12473383,140760,1,140760,140780
12473383,140750,10,140760,140780
12473383,140740,7,140760,140780
12473383,140730,2,140760,140780
12473386,140760,3,140750,140760
12473386,140770,1,140750,140770
12473386,140760,1,140750,140760
12473393,140750,2,140750,140780
12473394,140750,1,140750,140780
12473399,140770,1,140750,140770
12473399,140780,5,140760,140780
12473410,140760,2,140760,140780
12473410,140750,3,140760,140780
12473422,140750,1,140750,140770
12473423,140770,1,140750,140770
12473424,140770,1,140750,140770
12473424,140780,2,140750,140780
12473425,140760,3,140760,140770
12473425,140750,1,140760,140770
12473425,140770,3,140750,140770
12473466,140780,1,140760,140780
12473572,140780,1,140760,140780
12473597,140780,1,140760,140780
12473675,140780,1,140770,140780
12473702,140780,1,140770,140780
12473829,140770,1,140770,140790
12473829,140770,1,140760,140770
12473830,140770,1,140760,140770
12473832,140760,1,140760,140770
12473834,140770,1,140760,140770
12473835,140770,3,140760,140770
12473835,140770,1,140760,140770
12473839,140770,14,140760,140770
12473871,140760,3,140760,140780
12473877,140780,1,140750,140780
12473877,140780,2,140760,140780
12473877,140790,1,140760,140790
12473878,140790,2,140770,140790
12474022,140790,1,140770,140790
12474034,140790,1,140770,140790
12474121,140790,1,140770,140790
12474126,140790,1,140770,140790
12474133,140770,1,140770,140790
12474136,140780,1,140760,140780
12474136,140770,3,140770,140790
12474136,140760,1,140770,140790
12474138,140760,2,140760,140780
12474138,140750,2,140760,140780
12474141,140770,3,140760,140770
12474241,140780,1,140760,140780
12474321,140790,2,140770,140790
12474465,140780,2,140780,140790
12474869,140790,25,140780,140790
12474870,140800,2,140790,140800
12474870,140810,3,140800,140810
12474871,140820,5,140800,140820
12474881,140800,1,140800,140820
12474987,140820,1,140800,140820
12474987,140820,9,140820,140830
12474988,140820,2,140800,140820
12474990,140820,1,140800,140820
12474990,140820,1,140820,140830
12475023,140820,1,140800,140820
12475048,140830,1,140810,140830
12475194,140840,2,140820,140840
12475197,140840,1,140830,140840
12475244,140830,1,140830,140840
12475250,140840,1,140820,140840
12475483,140840,1,140830,140840
12475490,140830,1,140830,140840
12475490,140820,1,140830,140840
12475490,140830,1,140810,140830
12475545,140840,16,140830,140840
12475545,140830,2,140830,140850
12475546,140850,2,140830,140850
12475547,140860,1,140840,140860
12475557,140840,2,140840,140850
12475727,140860,1,140840,140860
12475954,140860,9,140850,140860
12475955,140870,24,140860,140870
12475956,140880,2,140870,140880
12475956,140890,1,140870,140880
12475961,140890,1,140870,140890
12475961,140900,1,140870,140890
12475961,140910,2,140870,140890
12475962,140900,1,140880,140900
12475964,140890,1,140890,140910
12480000,140890,3,140890,140910
12480013,140890,5,140890,140910
12480013,140880,3,140880,140900
12480016,140890,1,140870,140890
12480017,140870,3,140870,140890
12480020,140860,3,140860,140880
12480036,140850,1,140850,140870
12480036,140850,1,140840,140850
12480060,140860,1,140850,140860
12480139,140870,3,140870,140880
12480139,140860,1,140870,140880
12480140,140890,2,140870,140890
12480141,140900,5,140880,140900
12480141,140900,1,140900,140910
12480145,140890,1,140880,140890
12480150,140880,1,140880,140900
12480150,140870,3,140880,140900
12480154,140870,1,140870,140890
12480161,140870,1,140860,140870
12480167,140860,1,140860,140870
12480231,140860,1,140860,140870
12480295,140860,2,140850,140860
12480295,140870,4,140850,140860
12480402,140870,9,140860,140870
12480408,140890,1,140880,140890
12480408,140900,5,140880,140900
12480486,140910,1,140900,140910
12480908,140910,1,140900,140910
12480908,140920,18,140910,140920
12480911,140910,1,140910,140930
12481071,140910,1,140910,140920
12481077,140910,1,140900,140910
12481304,140920,3,140900,140920
12481666,140930,5,140920,140930
12481672,140940,10,140930,140940
12482098,140950,1,140940,140950
12482361,140940,4,140940,140950
12482375,140930,2,140930,140950
12482444,140930,1,140920,140930
12482476,140930,1,140920,140930
12482476,140940,4,140920,140930
12482476,140950,5,140920,140930
12482477,140940,1,140930,140940
12482477,140950,2,140930,140940
12482477,140960,1,140930,140940
12482482,140960,1,140940,140960
12482575,140960,1,140940,140960
12482672,140960,2,140940,140960
12482672,140970,1,140940,140960
12482709,140970,1,140960,140970
12482779,140960,2,140960,140970
12482909,140960,1,140950,140960
12482999,140960,1,140950,140960
12483274,140970,7,140950,140970
12483609,140960,2,140960,140970
12483614,140970,3,140960,140970
12483617,140970,2,140970,140980
12483820,140970,1,140970,140980
12483840,140980,1,140960,140980
12484043,140980,1,140970,140980
12484088,140980,12,140970,140980
12484089,140990,2,140980,140990
12484089,141000,7,140990,141000
12484095,141010,2,141000,141010
12484131,141010,4,141010,141020
12484559,141000,2,141000,141010
12484626,140990,1,140980,140990
12485014,140990,1,140980,140990
12485627,140980,8,140980,140990
12485628,140980,2,140970,140980
